id,day,popup_id,popup_name,popup_strategy,popup_discount
3320b3c6-5c00-4bea-bb21-67bdbc433d4f,2024-03-31,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
6c42ad39-408e-4828-addd-6684375a2f07,2024-01-09,err1rqhe,,,
1cdc5ebe-c591-4b91-9684-ea319c9dd6ff,2024-04-07,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-7791ee138a6d6052a75a6b9616377db0,2024-03-23,948589,CREDIT CAMPAIGN - PDP - Desktop,CREDIT CAMPAIGN - PDP - Desktop,
ajs-next-43a6cb1ada59f2fc2472648a60108fa7,2024-01-19,936768,Cart Abandon | Regular Traffic International AU | Desktop | 10 OFF | SMS No Trigger,Cart Abandon,10 OFF
f54b2ae9-4ed5-411d-ab98-d9bcb7eb0dff,2024-04-11,t02svbd7,,,
ddf806c8-861e-4617-94a2-bc3a2342b0f5,2024-04-07,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
35185cd5-b6bc-4d9c-bfe4-209624593723,2024-04-07,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
e6960ebf-690a-4757-8e7a-b6051e66a421,2024-04-08,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
85d48257-23e3-4479-8272-bba81aae9562,2024-03-24,err1rqhe,,,
c240bafc-fa02-4147-a365-67b4578dfe91,2024-02-10,bk2t0wtf,,,
4a5e8623-5071-40a3-91ac-aaf815e7d133,2024-03-18,err1rqhe,,,
0198e46c-cf28-4ce5-87a5-d46b04d02b3b,2024-03-18,err1rqhe,,,
211b56ce-dcef-4234-9ab2-57aca9f2bea3,2024-04-09,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
35748fcb-a7a4-4585-8f03-f01d2f1cef9a,2024-01-09,err1rqhe,,,
bdc50bdb-8de5-4969-9b18-b2b372f4a8be,2024-03-12,01g1cj9b,,,
4eb429fe-e2e2-4184-a15b-5cb1022260cc,2024-04-06,01g1cj9b,,,
ajs-next-72e75918ef7d78d0ba6388d899bae717,2024-01-28,827838,Exit Intent | ACQ | Mobile | 10 OFF | SMS Trigger | 960787,Exit Intent,10 OFF
24dd0120-f691-49e8-ba77-24c5348ca586,2024-02-27,01g1cj9b,,,
4165a4b5-e2af-4cbd-b690-f65e654dcaaa,2024-01-25,xgeht1ip,,,
29f9e165-2ee0-45ca-9cb6-fcecf3cc739d,2024-04-09,mzkhvqi6,,,
24baf5b2-fcde-4296-84a1-d45feafff40b,2024-02-25,xgeht1ip,,,
20b6c87c-914c-4c9a-8e51-74cb8c70adba,2024-02-25,xgeht1ip,,,
0781867b-79fe-4d90-9420-107597873dd7,2024-02-22,err1rqhe,,,
d4a56426-54f1-442b-a676-e1f803965892,2024-01-27,g1rddoob,,,
31f155a8-7502-4ca2-9c20-a9d482bb57d9,2024-04-04,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
a163aba8-9927-4d47-9a55-72f4c384af8d,2024-04-11,7qa0te88,,,
415d1bc1-268d-455f-9336-db84ff3d06ec,2024-04-11,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-c4ea9ba8a03546fdb43fc4dd5bd92e57,2024-01-16,855703,1st page | ACQ NON PDP | Mobile | 10 OFF | SMS Trigger | 950340,1st page,10 OFF
15359832-9d9f-4263-ac23-0b4068788b31,2024-04-06,zdwv8682,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
7f68ad93-ebe6-4229-8579-ada43529c56a,2024-02-24,bk2t0wtf,,,
b2280533-328e-4593-a361-67ef5d302aec,2024-03-08,i5szulbq,,,
6564456e-a141-4d18-966d-d9f2f4e86a06,2024-03-24,err1rqhe,,,
ajs-next-a3f2b0cacabc456ada1313f35eff9fb0,2024-01-31,827838,Exit Intent | ACQ | Mobile | 10 OFF | SMS Trigger | 960787,Exit Intent,10 OFF
b15e2559-4ec6-45cf-a4ea-4280c14a548b,2024-03-30,01g1cj9b,,,
8097e6db-26bd-426a-8add-b957253064a4,2024-03-30,01g1cj9b,,,
c5de3260-a548-40b0-96d9-e25fd7b3df2d,2024-04-10,k2lyd9ke,,,
d2b17773-75c7-4799-b9a3-4329d752c444,2024-04-10,k2lyd9ke,,,
73d508f5-7280-4fdb-842d-153f802c6f3c,2024-04-10,k2lyd9ke,,,
035ff4de-a850-4cc9-8376-026ca262e6e4,2024-04-10,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-e5552b02fec8b8f107f34cbd89985644,2024-01-31,827838,Exit Intent | ACQ | Mobile | 10 OFF | SMS Trigger | 960787,Exit Intent,10 OFF
5b24d6c7-4045-4137-85d5-2a219e937d26,2024-04-10,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-d1e2fd20cc7fd53e4399a0aa01d96a09,2024-03-18,842231,2nd page | Google Organic | Mobile | 10 OFF | SMS Trigger | 981832,2nd page,10 OFF
2662fad6-8cfd-4de7-b95f-df9b250cc744,2024-02-16,xgeht1ip,,,
dd01173b-c0e0-4806-bbcd-be4c030c0c25,2024-04-04,7qa0te88,,,
0e28f102-29aa-41e4-95e2-bc885b2409af,2024-04-04,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
3eee0320-f2c1-4f8c-8e68-919ec711f98e,2024-03-29,01g1cj9b,,,
1328f937-1822-432c-b1a8-a8bed24f20df,2024-04-03,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
4ce4a272-3ca8-4b63-b8b4-9b4a4690f362,2024-01-30,01g1cj9b,,,
6d44608e-27ba-4533-89a1-6a4c38c0b400,2024-01-30,01g1cj9b,,,
e4fdfd5f-fcc8-470e-8f35-93e07bfe2263,2024-04-04,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
7b62a032-6880-4b4e-878b-be4913c76935,2024-04-05,bk2t0wtf,,,
c23add0f-0b25-452f-9da9-4c2c520426c8,2024-02-25,xgeht1ip,,,
ajs-next-6a6eb25666159a8f055d940abfdea0f5,2024-03-28,842231,2nd page | Google Organic | Mobile | 10 OFF | SMS Trigger | 986414,2nd page,10 OFF
ajs-next-6a6eb25666159a8f055d940abfdea0f5,2024-03-28,842231,2nd page | Google Organic | Mobile | 10 OFF | SMS Trigger | 986414,2nd page,10 OFF
081210e9-5de9-4a12-b1ec-7dbfc24c2a71,2024-01-25,xgeht1ip,,,
63706d31-a366-4ec9-94d4-7304b6904e36,2024-04-05,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
8150c18f-2703-4224-a549-17895a38ad5f,2024-02-06,xgeht1ip,,,
52d1a9ce-3683-4ed8-8f1c-cc2366262c7c,2024-01-05,xgeht1ip,,,
cc322838-d3a2-449e-bd33-c4ee52bac3b2,2024-04-06,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
c686b864-23e0-4539-8278-cf66dcaa1f34,2024-04-11,w8jc44dq,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
6f835f82-f056-4c61-aa17-9aace9e6d757,2024-04-10,k2lyd9ke,,,
b51fe1bf-8566-43a5-9e8f-6c5bb96c2e31,2024-04-08,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
31b555bf-1012-4a65-8e07-d66adff64eff,2024-03-25,1r1qff9l,,,
e7b7c6ca-b9d7-4005-a281-b8508143f2bd,2024-04-05,bk2t0wtf,,,
1e1e0ec7-cdcf-4e21-b093-493237aed963,2024-04-04,7qa0te88,,,
094fd0e9-f69a-47eb-875f-faeda06a0605,2024-04-04,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
e3273af3-8540-4de3-865e-561d2e17ac76,2024-04-04,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
3eeab08a-ecb6-4e86-b920-308fff165480,2024-04-04,7qa0te88,,,
c1a0a2bc-ac38-499f-b8f1-38c8821cac86,2024-04-04,7qa0te88,,,
ajs-next-0e63ae9fa8ed2e119a46170f8143ed92,2024-03-10,842239,Cart Abandon | Regular Traffic | Mobile | 10 OFF | SMS No Trigger,Cart Abandon,10 OFF
ajs-next-5362f24b14e68f26d3fcc5a3af9d7e1e,2024-04-11,906346,2nd page | ACQ International Canada | Mobile | 10 OFF | SMS Trigger | 981935,2nd page,10 OFF
ajs-next-17a1269019d5353915bd67fe1e7e4cd3,2024-01-07,842223,1st page | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 950340,1st page,10 OFF
d199a6aa-23f3-4e36-aa99-aca7eb24003b,2024-04-10,k2lyd9ke,,,
6b140cb3-fd00-4ccf-b1bf-9afd14baf5f6,2024-03-22,xy55r5iy,,,
ajs-next-61b30629131057b44de482779bd6e4a0,2024-03-23,948589,CREDIT CAMPAIGN - PDP - Desktop,CREDIT CAMPAIGN - PDP - Desktop,
54aa8618-4776-45fa-a294-2f2456d43950,2024-02-15,xgeht1ip,,,
4175145b-6d11-4794-835b-14b6e0f99c13,2024-02-25,xgeht1ip,,,
ajs-next-0784f8191a3ffd9642737facb0b83dea,2024-02-24,842223,1st page | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 976282,1st page,10 OFF
0150eee9-d347-462f-bbab-44df529fdf49,2024-03-07,ivhfrrkf,,,
ajs-next-178986c4ac6ffc34e1bd8d66b12f77b0,2024-02-01,842231,2nd page | Google Organic | Mobile | 10 OFF | SMS Trigger | 960787,2nd page,10 OFF
6a0cd605-f0c4-4779-a9ee-b35d6f601a0d,2024-03-22,01g1cj9b,,,
49bf9f1a-49a4-458e-899b-88bc4001ab3d,2024-03-22,01g1cj9b,,,
0cecfdeb-bb00-44b1-97d1-57aada60622f,2024-03-29,01g1cj9b,,,
ajs-next-6fc211dcca9f04721907c058cc2f3b3a,2024-03-27,837641,1st page | Regular Traffic | Desktop | 10 OFF | SMS Trigger | 986385,1st page,10 OFF
ajs-next-661f66897cae6828ab81b4903349b107,2024-03-27,827838,Exit Intent | ACQ | Mobile | 10 OFF | SMS Trigger | 986414,Exit Intent,10 OFF
8db34cab-9370-4a45-93dd-91ea3dfa3a80,2024-01-27,g1rddoob,,,
b7b2e049-5bf1-4591-8e3d-ef0c978cd35e,2024-04-04,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
fd0844e8-5cb4-4060-8aeb-86cd7bd72741,2024-04-07,w8jc44dq,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
2421bd86-2186-4542-a7a4-9efc9ead8a0a,2024-03-15,err1rqhe,,,
63fdc4d1-29ef-419c-898b-3b56dd7a6f32,2024-04-11,w8jc44dq,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
f3a290e1-00f6-4692-adb2-f6572ea401cd,2024-02-25,xgeht1ip,,,
95b49bcc-df99-4c88-8834-138c06858ba5,2024-04-11,q32cdutb,,,
0cd5e233-8c05-4f02-9bb3-c70bfda3f36a,2024-02-12,bk2t0wtf,,,
ajs-next-bc797546714e73e3aca6335c6e640a61,2024-03-04,842259,Exit Intent | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 976282,Exit Intent,10 OFF
3f365499-7626-4653-864e-93dd6363ebf6,2024-04-08,bgon53q1,Exit Intent | Regular_Traffic | Desktop | 10 OFF | SMS trigger,Exit Intent,10 OFF
ajs-next-ae1763932bb2dcf750babae9abbee264,2024-03-31,842239,Cart Abandon | Regular Traffic | Mobile | 10 OFF | SMS No Trigger,Cart Abandon,10 OFF
5ea3b05e-60a9-4277-beda-bd3ea204499e,2024-04-04,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-8a48b1957b58fe982a9f5c91c0b1a5e6,2024-03-03,842223,1st page | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 976282,1st page,10 OFF
4a1f5581-2179-4dac-a7be-1de66fbd5bbe,2024-02-25,xgeht1ip,,,
1da771de-e0e3-4317-8a5b-63612ebacad6,2024-03-07,01g1cj9b,,,
46213528-2507-427d-b4f3-edf5014d9310,2024-02-25,xgeht1ip,,,
bf037aee-abcc-425a-91d5-0ba065164d2b,2024-02-25,xgeht1ip,,,
dcb618b0-2b2c-45fd-8f2e-fafced849da3,2024-04-04,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
bc1ea6ca-b5f0-4214-9a2e-92fd1588026b,2024-04-04,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
26971c76-6dad-4c12-8ac7-0f9100a10d45,2024-01-25,xgeht1ip,,,
ajs-next-6fb11f0ce6dddc8646172a3655680d8d,2024-03-30,842234,Exit Intent | Google Organic | Mobile | 10 OFF | SMS Trigger | 986414,Exit Intent,10 OFF
2c248b9a-8089-4e1a-a2ea-6f36cb9879f6,2024-01-29,bk2t0wtf,,,
afd7c1fe-de6a-49e3-97fa-ad9ed9fa87ef,2024-03-22,01g1cj9b,,,
0f8b40df-3800-4150-b8da-d173143ba2ac,2024-03-29,01g1cj9b,,,
a122ab3d-ddb6-4337-88ae-f22c1ed0dc98,2024-03-29,01g1cj9b,,,
fa3be662-262d-4b69-83a2-0cf62336f05d,2024-03-29,01g1cj9b,,,
767abc64-5a6c-408d-9ebf-79fe2b7312c2,2024-03-30,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-60103599c76fead4433be5fb85642c34,2024-03-03,842259,Exit Intent | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 976282,Exit Intent,10 OFF
649f0388-fe9b-4c0b-8df2-b082ac746604,2024-04-04,und7pm4w,2nd Page | ACQ | Mobile | 10 OFF | SMS trigger,2nd Page,10 OFF
8785bc35-4b49-4a39-ab50-afa74358388f,2024-02-22,err1rqhe,,,
2ec0a254-05a8-4354-8832-03e3459e9687,2024-04-11,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
e3ab0366-6735-4bab-99d6-64c08fc36a82,2024-04-11,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-ad0fbbfe362731bfcfeab8e82b376461,2024-03-26,842239,Cart Abandon | Regular Traffic | Mobile | 10 OFF | SMS No Trigger,Cart Abandon,10 OFF
2873a7ab-273c-45eb-94f8-1c995e7cc9f9,2024-04-04,7qa0te88,,,
7e3460dc-4da6-428b-a5d5-81ee7dee6af1,2024-02-11,und7pm4w,2nd Page | ACQ | Mobile | 10 OFF | SMS trigger,2nd Page,10 OFF
6e32a20b-b4f8-4f62-ad3f-d659dc3316e0,2024-02-11,q32cdutb,,,
ajs-next-9334e32d91162d91c5818a25192bb357,2024-03-06,855703,1st page | ACQ NON PDP | Mobile | 10 OFF | SMS Trigger | 976282,1st page,10 OFF
753f6390-47e7-44a6-8369-ad171d0b16ba,2024-02-16,xgeht1ip,,,
5f96091f-5e33-4abd-bf80-058cc9630ee8,2024-04-07,7qa0te88,,,
d82faba4-6307-42f1-ae17-06160f65da5b,2024-04-05,bk2t0wtf,,,
be0e7f77-73e7-4c81-b473-a42f3bbb1cd4,2024-04-05,bk2t0wtf,,,
2524ac7c-f4f8-43f7-bca7-20aebe833342,2024-04-11,mvgkglu7,2nd Page | Google_Organic | Mobile | 10 OFF | SMS trigger,2nd Page,10 OFF
dcd3288d-d1ec-442e-8557-916c00b64b21,2024-01-16,01g1cj9b,,,
49213d07-d030-4769-81f6-249ddf1f1deb,2024-03-27,err1rqhe,,,
da1b174b-4004-4f5a-bc70-ea5e5965d7fc,2024-03-22,01g1cj9b,,,
9a69cfc9-15f8-417c-8899-fd6f434e61f9,2024-03-22,01g1cj9b,,,
ajs-next-920db9f9c524f1237a04e9eb8fa026d0,2024-02-24,842259,Exit Intent | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 976282,Exit Intent,10 OFF
f3ba5590-d53c-4003-8331-98605dc722ff,2024-04-11,01g1cj9b,,,
ba33c8a9-900e-4c26-9692-c2f8ecb8a6e5,2024-04-04,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
18e01b05-2491-44e4-b044-a162c732c5f5,2024-04-11,9e9jfut2,,,
8d125a36-b4d4-4317-94f4-ab91020b2355,2024-04-04,7qa0te88,,,
ajs-next-b2fd300438bb6565a81c2ddd27336a5b,2024-02-05,842234,Exit Intent | Google Organic | Mobile | 10 OFF | SMS Trigger | 968550,Exit Intent,10 OFF
42afac9c-c099-4b6a-b50d-e94655f3ff69,2024-04-11,w8jc44dq,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
b3758f3a-d60b-46d5-8299-31a5f4eab3ad,2024-02-20,t7i0v4ic,,,
919ed51b-6ad5-4687-9588-97fa1631a874,2024-04-04,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-00d005c1c3dc661def631be299b0f51d,2024-03-05,906675,2nd page | ACQ International Canada | Desktop | 10 OFF | SMS Trigger | 974202,2nd page,10 OFF
8cebb416-2524-485b-b771-42b6f9d6e4ca,2024-02-15,xgeht1ip,,,
2eb977fb-d75e-40dd-ae34-2a9ef1a08926,2024-03-22,01g1cj9b,,,
87e8e53f-8dc6-44bb-9eef-4eb00bf62060,2024-04-04,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
c61a6528-4f98-4f65-a8eb-60d7a921a100,2024-03-07,ivhfrrkf,,,
d5577e5c-595d-42c2-8ed5-6eb5cc01d002,2024-03-07,01g1cj9b,,,
730f034f-cbaa-46e1-8eb3-b88de80a05a8,2024-03-12,01g1cj9b,,,
ea6a8ce3-5f54-4ef2-9ab2-a08b20f3d8be,2024-02-22,err1rqhe,,,
e8ac50ee-1fbb-4719-a66f-7ce97c8dbe6f,2024-04-11,xy55r5iy,,,
c4d3c76b-7428-473c-84cb-845b7306d16e,2024-03-22,01g1cj9b,,,
d2ee5f3c-f40b-48e9-8b61-2c0f510cb359,2024-04-07,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
460283b9-becc-417b-b56e-50376b79a885,2024-03-29,01g1cj9b,,,
c2091696-4b96-4ee7-8cdb-f11c002ea60c,2024-03-07,ivhfrrkf,,,
53394b5d-28b5-4f37-a045-dff3b1b26c7a,2024-04-09,7qa0te88,,,
ajs-next-a1e6355b74ca9ab2354c617d9d3276a0,2024-03-03,842259,Exit Intent | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 976282,Exit Intent,10 OFF
ajs-next-a5728782b0440df45102914bdc35274c,2024-04-11,906359,Exit Intent | Google Organic International Canada | Mobile | 10 OFF | SMS Trigger | 981935,Exit Intent,10 OFF
86638a13-3b1a-4205-9c55-dfb5e44a325b,2024-01-30,err1rqhe,,,
ajs-next-fdd51e075043a5ffbedf99ea292238ea,2024-02-24,827608,2nd page | ACQ | Mobile | 10 OFF | SMS Trigger | 976282,2nd page,10 OFF
7fc48150-5725-47e5-8e15-fbf69b8bcc13,2024-03-29,01g1cj9b,,,
bdc115a9-e655-4453-aa9d-beacea1b56f5,2024-03-28,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
8368d071-df87-45ba-b77b-3a8847a54f1b,2024-03-26,xy55r5iy,,,
dfd06570-542c-4d8f-8b7b-b462a727d4d6,2024-04-09,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
446258bd-2de2-494f-b3d2-f1cef6fcd4b5,2024-03-29,01g1cj9b,,,
e2007b62-ed45-4193-b0a6-49bee97cb9df,2024-03-29,01g1cj9b,,,
c8c49c08-440b-4722-ba75-8a0e63b41bb2,2024-04-05,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
69c1264f-4e94-4605-a44b-a64adff43b46,2024-04-11,t02svbd7,,,
f02e5acb-ccf4-4a77-8d24-c40f9ef56f6e,2024-04-11,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-595e427cba0f4f7ef0b6ade3b3714e8b,2024-03-23,948589,CREDIT CAMPAIGN - PDP - Desktop,CREDIT CAMPAIGN - PDP - Desktop,
ceaa2f4c-b154-4e9e-bd61-0d8d05f956db,2024-02-12,err1rqhe,,,
802f96dd-1413-4d68-8dca-20f8792c1892,2024-04-07,w8jc44dq,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
2dba8761-ae80-4fd5-ac9d-07b09efd3498,2024-02-24,bk2t0wtf,,,
ajs-next-138c66900c3baef0fa4905f5c7ac7201,2024-04-11,906675,2nd page | ACQ International Canada | Desktop | 10 OFF | SMS Trigger | 981934,2nd page,10 OFF
ajs-next-33498d2cc6c332a4444926ec19376482,2024-04-11,906682,Exit Intent | ACQ International Canada |  Desktop | 10 OFF | SMS Trigger | 981934,Exit Intent,10 OFF
493e94de-22cf-4c0a-ad5b-b57d480cff0d,2024-04-10,k2lyd9ke,,,
3791ed19-5361-488c-aa49-2586ba1df941,2024-04-10,k2lyd9ke,,,
eb413f06-8d80-4db7-bc9b-2a079d2a4a06,2024-04-10,k2lyd9ke,,,
bdc73ab7-4e12-4725-9a4f-ac6531f7cfa1,2024-01-30,01g1cj9b,,,
c54e71b6-e644-4baf-87ff-09d401addd08,2024-01-28,as2abr5z,,,
11652a51-088d-4bcd-8033-9ddbb7b114f1,2024-04-08,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
32a0553a-aaf7-4abc-905d-c979c5b397b2,2024-04-04,7qa0te88,,,
cb1322d4-e43e-45f6-ad4a-5b341dee25c5,2024-03-22,01g1cj9b,,,
30516674-68f1-405c-82d0-60626f450c45,2024-03-22,01g1cj9b,,,
83f65e45-42dd-46e4-a3bc-df8e51cd3355,2024-04-07,7qa0te88,,,
545181a9-8b86-45ad-9fd7-f2f91dfd1e9f,2024-02-22,err1rqhe,,,
7cee3f83-82e4-4238-b452-6bd1d56239ef,2024-03-07,ivhfrrkf,,,
118cb90f-2400-4733-9f0f-64c9db6ee82b,2024-04-03,w8jc44dq,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
b6396a2f-1d36-4559-9949-4795a1c84c58,2024-03-29,01g1cj9b,,,
8e286055-bb32-466d-9ca4-b0634fc5906f,2024-03-29,01g1cj9b,,,
44882d43-9fac-4c1c-ac85-eb09311ff720,2024-02-25,xgeht1ip,,,
e617f57b-11fe-48e3-bfcf-44645873e62d,2024-02-18,nr1kbktj,,,
48ef017f-7a13-4841-935e-40ad617c268c,2024-04-11,t02svbd7,,,
ad34c1cc-2453-46cb-98fd-60a829ea3322,2024-04-11,w8jc44dq,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
bf6772a4-3c4b-4630-816e-a17fc6d0da89,2024-03-31,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
979d9008-9e77-475a-8f03-e43c3099c0c2,2024-02-22,err1rqhe,,,
ajs-next-52332cf93fc21f506ecd5ffe339bb21e,2024-02-15,827838,Exit Intent | ACQ | Mobile | 10 OFF | SMS Trigger | 968550,Exit Intent,10 OFF
5fcc53e7-16b4-4925-8671-a9322099b077,2024-04-11,t02svbd7,,,
60f8586e-10b1-450d-b9d9-7bc041f59219,2024-04-11,t02svbd7,,,
90b3e422-9cf9-4a2c-a339-739cf88af4ff,2024-04-08,und7pm4w,2nd Page | ACQ | Mobile | 10 OFF | SMS trigger,2nd Page,10 OFF
c93a34ca-c690-4052-8410-2e69700905f1,2024-03-22,01g1cj9b,,,
02f674ef-6449-4f1a-a652-9ca533859e68,2024-04-03,w8jc44dq,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
329f4891-90ad-47b8-9f21-7744854ab572,2024-04-03,q32cdutb,,,
455dc341-faa6-44d8-8fcd-a5e3a7b05c25,2024-04-07,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
31691895-66e1-4ceb-ab40-d9b2a850fd0c,2024-03-29,01g1cj9b,,,
ajs-next-7b3b8df2e9ef10bdec46d7684d627e30,2024-04-11,906353,Exit Intent | ACQ International Canada | Mobile | 10 OFF | SMS Trigger | 981935,Exit Intent,10 OFF
b7e49498-baa4-49c9-b875-d3a0683ad974,2024-04-11,w8jc44dq,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
ajs-next-14846c7a1641a3b184066e4ac96c8f1a,2024-01-19,936735,1st page | Regular Traffic International AU | Desktop | 10 OFF | SMS Trigger | 960699,1st page,10 OFF
671b6ade-a652-4329-8c65-8b19cc275310,2024-04-01,err1rqhe,,,
ajs-next-b0e83892a36366fb9e39122946583bf5,2024-03-26,906675,2nd page | ACQ International Canada | Desktop | 10 OFF | SMS Trigger | 987419,2nd page,10 OFF
0e7b3b9c-8861-4f20-9e4b-cfeae042dbd7,2024-03-23,v78l6m2h,,,
ajs-next-4e7e27976dde07d5d2043beba7c56989,2024-03-23,948589,CREDIT CAMPAIGN - PDP - Desktop,CREDIT CAMPAIGN - PDP - Desktop,
ajs-next-b347bf5fd23250656a97964bfd1a53e4,2024-03-26,842259,Exit Intent | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 986414,Exit Intent,10 OFF
11eeb5ed-1a19-432d-b72b-af90447dfd46,2024-03-27,err1rqhe,,,
42f19a0b-d4f4-4428-a53a-614f76760801,2024-03-07,ivhfrrkf,,,
ajs-next-2e35bf199f987f862a37575a3b22dd5f,2024-03-25,842239,Cart Abandon | Regular Traffic | Mobile | 10 OFF | SMS No Trigger,Cart Abandon,10 OFF
2008b34f-9383-495f-a5ff-089a403b7b5b,2024-04-04,q32cdutb,,,
a8d73380-9185-41a9-a6ff-68da1d17b8ff,2024-02-15,xgeht1ip,,,
037c25e4-d631-4b05-b11b-a2727f6a9336,2024-02-15,xgeht1ip,,,
9521265c-051e-4490-954b-dcc688b16b72,2024-02-15,xgeht1ip,,,
ajs-next-550794b9c117c924ec78c9edb72d647e,2024-02-25,827608,2nd page | ACQ | Mobile | 10 OFF | SMS Trigger | 976282,2nd page,10 OFF
9c963d03-a417-4028-a2d0-6adee88829c9,2024-01-05,is4hjs15,,,
9c9bd541-b2e0-460f-88a3-b1c86577980e,2024-04-07,mzkhvqi6,,,
aace11b7-a452-4c5b-84c9-40c1aef2d54d,2024-03-27,err1rqhe,,,
ajs-next-1bfd290c360b4d89c19486bdccfed1f7,2024-04-04,906353,Exit Intent | ACQ International Canada | Mobile | 10 OFF | SMS Trigger | 987423,Exit Intent,10 OFF
