id,timestamp,variant,price
ajs-next-d7d7599c54df4e16b370963a4cb7086a,2024-04-11 06:14:19.727000,SHE-SNU-95002-S-BLK,47.99
ajs-next-20bcc3e011194c33f5608614f7b85853,2024-02-16 21:46:30.575000,TRU-WSB-10024-S-BLK,40
ajs-next-9ba60cf8b0e5c9dab00fbec14564f8c4,2024-02-27 14:46:50.847000,SMNT-WB-22428-LTGRAY,5
ajs-next-148f1793d86566c2d29f499c5d06c062,2024-02-25 18:23:06.166000,EMP-HWL-42075-S-BLK,30.99
ajs-next-012b490731075b72d63e056f07a2f1c4,2024-02-24 07:17:54.725000,SHE-TKC-62008-S-BGE,23.99
ajs-next-7eac2111f82c62a0e1786a4dfd055188,2024-03-28 17:16:16.788000,EMP-SNC-62001-S-BLK,22
ajs-next-fbbf4fa509a9a678913f841f54759d02,2024-04-11 15:23:59.079000,SP-SL-S-BLK,9.99
ajs-next-664e097ca7f7da43ce3e43751c2f9654,2024-04-11 15:11:42.973000,TRU-LAB-10210-S-BLK,34.99
ajs-next-9abb823e2dee12f8328d8051c54ceebf,2024-04-11 16:00:16.815000,LYT-LY0939-34C-BLK,65.99
ajs-next-bd77d3e05b28649b5002a509f49f9715,2024-03-17 21:28:13.230000,EMP-HWL-42002-S-BLK,18
ajs-next-e5fb92c6bcd319799ff07a3220453ce1,2024-03-04 10:16:49.906000,TRU-SB-91404-XS-BLK,19.99
ajs-next-9ab39fd9cb6c91b18f3f7cefc629b531,2024-03-02 05:34:08.940000,TC-4005-PSHWB-1X-NUD,50
ajs-next-328fdddf3904b507ac549024dccb150c,2024-01-28 08:10:20.409000,SHE-CSL-41402-S-BLK,26.99
ajs-next-c9529e5eaec54c9e7a07cfaf8fcb43b3,2024-03-29 20:08:55.588000,SHE-SNC-62001-S-NUD,33
ajs-next-d1bb0abe8664b18936c93848e5e2a661,2024-03-29 20:22:23.005000,TRU-SPB-10022-S-BLK,40
ajs-next-46fdd74101cdb132af02a61dfa05182c,2024-04-07 20:58:17.884000,"",17.990000000000002
ajs-next-58355801a1c1da9259c1477f82b92d76,2024-03-30 22:51:02.318000,TRU-SB-91404-XS-BLK,15.99
ajs-next-206c6da999e93f4779c7bd1210f40128,2024-03-30 22:51:04.096000,EMP-HWS-55020-S-BLK,15.99
ajs-next-591abe2db5a7887ae275f64d595c8039,2024-03-30 22:51:05.418000,EMP-HWS-55020-S-BLK,15.99
ajs-next-a1ccbf9fb4710cecdb61bc5c617cb5d1,2024-03-30 22:51:47.785000,TRU-SB-91404-XS-BLK,15.99
ajs-next-37b101998cf303fd5ed2c718f88aad2c,2024-03-24 23:21:56.924000,TRU-SPB-10022-S-BLK,40
ajs-next-a377db6c728f083d0c9b66545b4f16e7,2024-03-12 14:43:13.951000,EMP-SNC-62001-S-BLK,17.99
ajs-next-146bcbb5ff2ad7ae04a87be3711c0d6a,2024-03-28 18:47:32.093000,EMP-SNC-62001-S-BLK,25
ajs-next-73372ea3c1e28a0ac80fae2a294b6227,2024-01-19 23:56:34.884000,EMP-HWL-42002-S-BLK,18
ajs-next-981bf9d687773840f3216a87db816109,2024-04-05 02:06:27.337000,TRU-CSB-10400-S-BGE,32.99
ajs-next-428adfb7a88613ffb5f50c6698b5bc3a,2024-03-17 14:35:15.331000,TRU-RSB-97097-S-BLK/WHT,30
ajs-next-3f2d603b9307274daeff8f4ef3a88c58,2024-04-04 22:38:28.901000,TRU-SPB-10022-S-BLK,40
ajs-next-202af208a4d73326bae5f3c51f8e73cc,2024-03-27 14:04:06.242000,TRU-MSB2-51422-XS-S-DUMMY,12.99
ajs-next-9bb8b1e85341932676300c7b97a67bf1,2024-01-04 15:57:27.978000,TRU-CVB-91408-S-CHAI,24.99
ajs-next-261233fdacd0877963b7a4c207670d7a,2024-01-04 15:57:38.139000,EMP-HWC-42024-S-BLK,22.99
ajs-next-e59a6c93d9589fbf4958e738b1af4a40,2024-04-05 02:15:31.837000,TRU-SPB-10001-XS-BLK,15.99
ajs-next-06fc273a4a9f213b197fbf2d67b05dd6,2024-03-05 11:28:45.493000,SHE-SNC-62001-S-BLK,30
ajs-next-e747a2c40099691e912c46fb5523a10a,2024-03-05 11:27:15.262000,SHE-SNC-62001-S-BLK,30
ajs-next-900f6a64cd840529bfa54f503d016be5,2024-04-11 13:01:59.563000,SHE-SNU-95002-S-BLK,34.99
ajs-next-ab7f2a67a22721f4c0d447eb6b34ba11,2024-04-01 23:41:14.753000,TRU-SB-91401-XS-CHT,15.99
ajs-next-1be2191bc24ff73ee2ad1a0acda8ad28,2024-04-01 23:39:27.939000,TRU-SB-91401-XS-CHT,15.99
ajs-next-bfc95396b8ebd72870fb666dac9342b6,2024-04-01 23:40:06.229000,SHE-SNC-62001-S-BLK,21.99
ajs-next-a4b8576191ffc8092b3d01d2179a5a4c,2024-03-30 14:47:04.221000,SHE-BHEB-13402-S-BLK,32.99
ajs-next-55cd5619e72eaf4c974e65b4a19636db,2024-03-06 17:38:03.455000,SHE-SNC-62001-S-NUD,23.99
ajs-next-b77dde55472f2e0a0616abe9c7dc1e51,2024-03-25 22:57:01.181000,EMP-SNC-62001-S-BLK,17.99
ajs-next-8aaee4a749478e783322815e5fcfb30c,2024-03-12 03:47:32.596000,SHE-HWS-55021-S-BGE,25.99
ajs-next-65eefba972d9c3a92ca392e4c80c9aa4,2024-03-29 14:53:48.247000,TRU-LAB-10210-S-BLK,34.99
ajs-next-d248d258e55dd39e6f4d87ecd44de73e,2024-03-09 00:30:56.259000,SHE-CSL-41402-S-BLK,26.99
ajs-next-4870a7781d76c6ac9bec7a1e4097303b,2024-04-11 08:28:08.962000,TRU-WSB-10024-S-BLK,27.99
ajs-next-52f7d358d87d77f54c2f5363ed124904,2024-03-25 01:12:08.513000,SP-SL-S-BLK-2PK,32.989999999999995
ajs-next-42648518b8b67deaeeed3712b683b2dd,2024-01-06 11:24:01.105000,SP-SL-S-BLK,22
ajs-next-8a1a2a5cf080127cd874f7ff3d1f4659,2024-04-03 18:13:44.878000,TRU-CB-91400-S-BLK,25.99
ajs-next-3743e630c5a41efb2b518cd7c583b44c,2024-04-09 12:16:42.324000,TRU-SPB-10022-S-BLK,29.99
ajs-next-bf05dcfefa02460f0c3bb96f50fb0cd9,2024-03-20 15:42:32.173000,EMP-SLS-81005-S-BLK,45
ajs-next-a3306e76ec273663c27b7c9cd1bfb4a6,2024-03-31 21:11:13.430000,"",17.990000000000002
ajs-next-d5ec69a9c499c815bac7159a01e3d9ba,2024-03-31 21:11:39.755000,SHE-SNC-62001-S-NUD,23.99
ajs-next-a5f8b6c9ac8839fc909efeaa44327efd,2024-03-22 15:44:49.937000,TRU-SB-91404-XS-BLK,19.99
ajs-next-77052004c18c394b2e395dff94b5d20d,2024-04-11 00:55:13.642000,TRU-LAB-10210-S-BLK,34.99
ajs-next-76ace31711300ff4f596a603620a603e,2024-04-11 00:25:49.618000,SHE-SNU-95002-S-BLK,34.99
ajs-next-41abd760ed55869b37c222c9f940152a,2024-04-11 00:03:50.218000,SHE-SNC-62001-S-BLK-2PK,35.989999999999995
ajs-next-b85604d6bd07f4fdba9578d3859e7224,2024-02-16 20:11:35.611000,TRU-SPB-10022-S-BLK,24
ajs-next-4200af39dae3f8321bb2f0afc1bcd96d,2024-01-18 16:53:09.757000,SP-SL-S-BLK,23.99
ajs-next-eb9aa6624f8556b20bb79c446acf27ac,2024-01-18 17:01:06.172000,TRU-SB-91404-XS-BLK,28
ajs-next-fb931e434d7b3bcb3f71b555acbcd5e1,2024-03-05 15:23:32.085000,BERK-4411-QP-329,9.95
ajs-next-b81d51d4e87572ab7a50b26e6a23bf85,2024-03-05 15:23:34.465000,HH-PN0001-S-RI2,10.99
ajs-next-071946d0a6246dd989a17ef848384480,2024-03-05 15:23:35.329000,HH-Q00717-AB-2QG,10.99
ajs-next-0a75118a9c1257e876da1f8dbcc64776,2024-03-05 15:46:44.914000,TRU-MSB3-51422-BLK-XSS,12.99
ajs-next-e3346872e2d9cfb1f263544700c3258d,2024-01-10 07:13:16.105000,SHE-HWS-55010-S-BLK,32.99
ajs-next-8173659737bee20584d49829ab2bddf6,2024-01-05 16:49:02.165000,TRU-SB-91404-XS-BLK,19.99
ajs-next-25395082a3ab890441812dee702416d1,2024-03-09 03:44:15.900000,TRU-SB-91401-XS-CHT,15.99
ajs-next-caa2c60e7cfb206b5e3c5425cb0aceb1,2024-03-09 03:41:15.656000,TRU-SB-91401-XS-CHT,15.99
ajs-next-68020f9246df3cbd2aed298106473b9e,2024-04-03 12:07:31.135000,SMNT-JR-22448-JDGRN,10
ajs-next-68020f9246df3cbd2aed298106473b9e,2024-04-03 12:07:31.135000,SMNT-JR-22448-JDGRN,10
ajs-next-92a8876912e75f6e046aa2f2357bc931,2024-01-19 14:17:33.693000,TRU-RSB-97097-S-BLK/WHT,15.99
ajs-next-f52f66d23507ffbba2f6fcda49069db1,2024-03-31 20:28:13.692000,TRU-CB-91400-S-BLK,36
ajs-next-f85ca3c8666243255a08d0376c0ecfc4,2024-03-22 14:50:11.246000,SHE-SNB-95001-S-RST,26.99
ajs-next-b06e7352f36af21682e556a71193ee9a,2024-04-01 12:01:16.513000,TRU-LAB-10210-S-BLK,34.99
ajs-next-d73596e0f4f291cb8477d12fe7caef4e,2024-04-01 11:49:57.487000,TRU-LAB-10210-S-BLK,34.99
ajs-next-f817b3f29d31b64ea368960ff9d434e5,2024-03-12 03:22:50.109000,TRU-SB-91401-XS-CHT,15.99
ajs-next-6f9495dc13f7ad13e78b193ebbbff03a,2024-03-25 23:48:51.177000,TRU-LAB-10210-S-BLK,48
ajs-next-dd59d2aa37c00d21731797f716e68437,2024-01-20 00:00:23.275000,TRU-MST-33422-014-CHOC,16
ajs-next-d95e3d9355eee843529932b3a41b0543,2024-01-20 00:03:46.068000,TRU-SPB-10022-S-BLK,28.99
ajs-next-43ce412400fff17792ac1f37b0337842,2024-01-19 13:20:29.667000,"",32.99
ajs-next-de7f266af6a2dee9189d7f1fe2ff8f35,2024-03-12 23:22:48.099000,SHE-BHEB-13402-S-RST,29.99
ajs-next-ddac060624a30911fa7c22860182bed1,2024-01-08 21:21:11.360000,TRU-LAB-10210-S-BLK,32.99
ajs-next-3081c8e68467374929f6f82c015a7428,2024-01-08 21:21:15.676000,TRU-SB-91401-XS-CHT,15.99
ajs-next-bc3032c87f2c6ee0bb8842d445ee206d,2024-01-08 21:22:26.117000,TRU-SPB-10022-S-BLK,40
ajs-next-e93dc91c3fc7562cadad7ce287b16993,2024-04-09 12:16:50.680000,TRU-SPB-10022-S-BLK,29.99
ajs-next-f9385097a17ce8d4eab081d4cd4920a2,2024-04-11 11:06:30.957000,TRU-SPB-10022-S-BLK,29.99
ajs-next-0d56ad5ff61721eb950dd8955ad40a98,2024-02-16 23:04:19.908000,SHE-CSL-41402-S-BLK,16
ajs-next-0adcfd65c65719a793d56d400e9a4336,2024-03-07 19:27:51.276000,SHE-HWS-55021-S-BGE,25.99
ajs-next-bb7c2f15301675ffc17a2f0cbdb4402b,2024-03-24 20:51:52.364000,TRU-MSB-51422-XS-S-DUMMY,7.99
ajs-next-26ae9ea92ce77ce97f6519a805e2c967,2024-01-19 01:00:26.513000,SHE-SNC-62001-S-BLK,31
ajs-next-280a78de60396aa21afbdaf5069ecdb7,2024-03-18 14:29:47.849000,SHE-EMS-52002-S-BLK,29.99
ajs-next-b34cb101dbaf5a56c4a51c3cecf287f6,2024-03-26 13:36:05.086000,EMP-SNC-62001-S-BLK,17.99
ajs-next-604d87550a4e49dc275cc8614ecd6f0a,2024-03-29 19:28:16.282000,TRU-AWS-51401-S-BLK,15.99
ajs-next-8a04c6259fb9be7981fc83dac3460185,2024-03-29 19:45:18.184000,TRU-AWS-51401-S-BLK,15.99
ajs-next-ec60ea8700c6dace0d17a5c656899846,2024-03-25 18:51:54.915000,TRU-SPB-10022-S-BLK,28.99
ajs-next-87359a53eb27d60e19b4e05256c56d17,2024-03-04 10:12:59.779000,SP-SL-S-BLK,22
ajs-next-8021dc5b21e03a3ee6caef8b16c95086,2024-03-01 11:31:55.223000,TRU-LAB-10210-S-BLK,32.99
ajs-next-7a860e8c4f9d8f4bc7a4b7b9a99377c9,2024-03-07 18:57:13.585000,EMP-SSB-81068-S-BLK,24.99
ajs-next-0f6b2d5385e2782cf1907aeb83b7a0b9,2024-03-28 11:09:02.184000,TRU-SB-91404-XS-BLK,19.99
ajs-next-62a22618a15137e97adfe02380bdf195,2024-03-22 04:58:05.006000,TRU-LAB-10210-S-BLK,34.99
ajs-next-e86e8c8396761d275f0ae5ffee161654,2024-03-17 21:04:31.301000,EMP-SSB-81068-S-BGDY,16
ajs-next-2987f80d05152fc5a4058e29c8e8486f,2024-03-14 17:04:39.349000,EMP-HWL-42075-S-BLUE,22.99
ajs-next-8d55149593edebeadb485d52942dcfb5,2024-01-13 01:04:40.356000,SHE-SSSB-95006-S-BLK,34.99
ajs-next-91393499e68899b7700bd0ed09cd17e1,2024-02-18 13:01:12.015000,SMNT-AT-22426-SHRPNK,14
ajs-next-ce44c4f5a9b542f33d33d903cab18a4a,2024-02-29 03:02:43.342000,EMP-SNC-62001-S-BLK,15.99
ajs-next-09f24b176eadd478d883567eec5c350c,2024-02-11 03:58:35.787000,SHE-SNU-95002-S-BLK,34.99
ajs-next-1d2f4ee63b5954bed48d8fe278affc23,2024-03-29 15:11:11.663000,TRU-SPB-10022-S-BLK,28.99
ajs-next-67f8bb32ef942754d607a4ab49a46a2e,2024-03-17 16:51:35.391000,SHE-BHEB-13402-S-RST,32.99
ajs-next-b4608dc67d5ae76f6d45cdedad37e2be,2024-03-17 14:11:04.796000,TRU-LAB-10210-S-BLK,34.99
ajs-next-7d72a8b31aaea130a2898e12487d0210,2024-01-20 16:10:07.121000,SHE-SNC-62001-S-BLK,21.99
ajs-next-bf86c9e2f00ccadac307b543bf0db533,2024-03-22 17:15:58.727000,SHE-SNC-62001-S-BLK,21.99
ajs-next-ce6197b9c2a3c2b04d95b47510368eb0,2024-04-09 13:17:22.863000,SHE-SNB-95001-S-BLK,40.99
ajs-next-9a9d004a393c2311e428503195e5ac17,2024-04-05 15:20:14.063000,SHE-BHEB-13402-S-BLK,32.99
ajs-next-14d9564268c32e6716e7f70c9d450e49,2024-04-05 15:21:41.106000,TRU-LAB-10210-S-BLK,34.99
ajs-next-454e63931977e96028a0686fc8be4a98,2024-03-25 20:24:26.003000,SHE-SNC-62001-S-BLK,23.99
ajs-next-1b30370f9bfd385ccac4d0879e0e3795,2024-03-25 20:26:54.187000,TRU-SPB-10022-S-BLK,28.99
ajs-next-31fd19c72c28475fc818a61baa3c24bd,2024-03-25 20:27:26.856000,SHE-SNB-95001-S-BLK,29.99
ajs-next-e8f6b13f552b7fd27561116e8143a4f2,2024-01-19 17:05:14.102000,SHE-SNB-95001-S-BLK,29.99
ajs-next-a692b166ac67e38f9b4ab826f367e334,2024-02-16 21:19:38.460000,TRU-LAB-10210-S-BLK,32.99
ajs-next-71f0b9537ed00925af1552ed3b7bc8ab,2024-02-16 21:41:09.202000,TRU-WSB-10024-S-BLK,40
ajs-next-6f07432ff85c2a8609620aea9d5c9ae2,2024-01-15 15:35:48.236000,TRU-RSB-97097-S-BLK/WHT,22.99
ajs-next-5b01a5ad65a7d00057c4c3a173458b4e,2024-03-31 13:23:30.028000,"",28.99
ajs-next-911ab80ea824ebe944c85ad43f60dd84,2024-04-02 19:58:36.552000,TRU-CSB-10400-S-BLK,28.99
ajs-next-ec1dedc7a8394a2169288b0bcd05f35a,2024-03-22 14:33:09.778000,TRU-SB-91404-XS-BLK,19.99
ajs-next-fc4aab2829473db8e616a52f0c6f3990,2024-01-23 16:24:07.461000,SHE-OBC-73001-S-BLK,19.99
ajs-next-e1031f3c17427ef0486d1c4cf8f8c97e,2024-01-23 16:25:06.926000,EMP-ST-81001-S-BLK,22.99
ajs-next-480d5ce6964db687da391fc7c4ef955a,2024-02-24 07:19:33.406000,TRU-SPB-10022-S-BLK,28.99
ajs-next-1aa47f712d9e21822cd453de7369b1e3,2024-03-23 00:34:17.804000,SHE-SNB-95001-S-RST,26.99
ajs-next-093e7443a02e1f5e9f8af166ab046171,2024-03-23 00:37:40.013000,TRU-SB-91404-XS-BLK,19.99
ajs-next-ce5c3b0170e1102835218e32455f0319,2024-03-14 13:21:34.904000,SHE-HWS-55021-S-BGE,25.99
ajs-next-1775ffd02a5a73c4caa2f8a7a11b247e,2024-01-04 13:04:13.277000,EMP-HWOP-31048-S-BLK,28
ajs-next-96ac379728a01c51e99ec19c813b67c2,2024-03-06 19:46:34.432000,SHE-SNC-62001-S-BLK,21.49
ajs-next-160cc33404a47f8b80f8c727e3fd7bec,2024-03-06 19:47:18.704000,SHE-SNC-62001-S-BLK,21.99
ajs-next-3379e60b872635a9dce014be9543a34c,2024-04-11 06:04:30.345000,EMP-SNC-62001-S-BLK,17.99
ajs-next-af8ce05fb6aaf22b3007426231b08617,2024-03-26 19:27:06.611000,MDF-FL1056-34C-BLK,53.99
ajs-next-aaddd55cc7610bcacad0a769be52ced6,2024-03-25 14:02:35.697000,SHE-SSST-48001-S-WHT,24.99
ajs-next-3b46ae2086b25a0d8bfbeecbfcff9f35,2024-02-18 00:08:18.781000,EMP-HWL-42075-S-BLK,30.99
ajs-next-a6ec28cb3230248d85e63fb560006d6a,2024-01-06 11:23:31.804000,SHE-SNC-62001-S-BLK,30
ajs-next-093e357f79a73b2c2dd80164e4395bcb,2024-01-06 11:24:55.771000,TRU-ASB-97099-S-HEA,17.99
ajs-next-ac7caa5781b4a635f77f0fe108fc476d,2024-01-06 11:25:23.822000,TRU-SB-91401-XS-CHT,15.99
ajs-next-c2e4e2556950f786424551f3c436dfdd,2024-03-19 20:46:25.272000,CUR35630032,26
ajs-next-c0c3ed58d864ede84e70c4429b28bdca,2024-03-30 22:51:02.504000,TRU-SB-91404-XS-BLK,15.99
ajs-next-8c7fbd0d77d8ea4f223b5069a2aa085b,2024-03-30 22:51:10.700000,EMP-SSB-81068-S-BGDY,15.99
ajs-next-421e10a1a92a332589d5ddf28bb6e596,2024-03-30 22:51:12.419000,EMP-SSB-81068-S-BGDY,15.99
ajs-next-aaa300d06202753f83d61feb59aa7b4c,2024-03-30 22:53:24.516000,EMP-SNC-62001-S-BLK,15.99
ajs-next-0bd98cf56b5a46fb506061d09f03435c,2024-03-19 15:34:04.570000,TRU-LAB-10210-S-BLK,34.99
ajs-next-8f5a008ded49992de3c22a1386ff59a3,2024-02-11 03:56:55.734000,EMP-HWBS-18437-S-BLK,20.99
ajs-next-05a11bd60b826c7169296157512cbb43,2024-03-28 16:40:02.638000,SHE-HWS-55021-S-BGE,36
ajs-next-45556e5096412f1c028f139edb1fee5d,2024-01-02 13:04:17.439000,SHE-CSL-41402-S-BLK,26.99
ajs-next-863e990e26c440cb59e5d4d94c4c8c39,2024-04-07 20:57:54.900000,TRU-CB-91400-S-BLK,25.99
ajs-next-170f5bcdd5dfda620c060448735fe914,2024-04-07 20:58:22.031000,SHE-SNC-62001-S-NUD,23.99
ajs-next-a924fc23983677c7a775531be692f030,2024-01-10 19:10:35.716000,EMP-HWC-42024-S-BLK,22.99
ajs-next-e349d39a9a2fc30f353cb7885b581cb8,2024-03-13 16:15:05.518000,EMP-SSB-81068-S-BLK,24.99
ajs-next-f49a1e8e8a9b93ecf89c9a3615b28530,2024-03-15 20:18:39.839000,TRU-SPB-10022-S-CHT,15.99
ajs-next-731cb11da01886604dd90979998e11ff,2024-03-01 12:49:34.094000,TRU-MSB3-51422-XSS-BLK,12.99
ajs-next-36543fb8c370364719eec5999d8260e2,2024-04-10 20:56:15.161000,EMP-SBH-10057-S-BLK,14.99
ajs-next-54bf8272eed025f66850b085a3dc784e,2024-03-28 18:47:33.804000,TRU-SB-91404-XS-BLK,28
ajs-next-9d277d05bdfe62285f4a98593a1831f9,2024-03-25 20:23:50.633000,TRU-SPB-10022-S-BLK,28.99
ajs-next-5418b19935b32fa04948419aa59266bc,2024-03-25 20:24:21.451000,SHE-SNC-62001-S-BLK,23.99
ajs-next-622553b094e932c23b52fb127ab9f07e,2024-03-25 20:27:38.441000,SHE-HWS-55021-S-BGE,25.99
ajs-next-cfd286fef54b5d6a40504c1536bb63af,2024-04-04 22:41:21.035000,SHE-HWS-55010-S-BLK,32.99
ajs-next-e4c8ffb7d471f384730921606aadacb6,2024-04-04 22:37:30.615000,TRU-SB-91404-XS-BLK,28
ajs-next-fb8e910d749c8de651a9b03e2e37b659,2024-02-28 16:15:59.861000,SP-SL-S-BLK,15.99
ajs-next-482754698afecadb69873a599a267841,2024-03-23 08:32:06.374000,SHE-EMS-52002-S-BLK,41
ajs-next-e09dcf61b03d7dee4e38e35b6d48e3f4,2024-03-03 16:43:57.418000,TRU-10023-S-NUD,19.99
ajs-next-003fb11f6208f2c6f843035fd60afe64,2024-03-28 17:11:51.835000,BLI-DF3463-34C-NUD,49
ajs-next-f5438bb1e2a39595d05fd5fccb8ab458,2024-03-28 17:13:38.521000,EMP-SSB-81068-S-BLK,15.99
ajs-next-2e7cb4108835a31f8434c7cc9fb48032,2024-02-08 16:37:40.435000,SHE-SNC-62001-S-BLK,21.99
ajs-next-abfa0a0297b53c5c08cc17b14b68ef31,2024-04-11 02:22:10.441000,TRU-SPB-10022-S-BLK-2PK,44.989999999999995
ajs-next-1fbec4ea9843a3036771aeaf665ea02a,2024-04-11 02:28:17.793000,TRU-SPB-10022-S-BLK,29.99
ajs-next-80a6b2ab2628337f4e1801611520ced9,2024-04-11 02:41:14.607000,SHE-BHEB-13402-S-BLK,30.99
ajs-next-737403fc71aad067d1e22e6ae65c7763,2024-01-16 13:14:59.952000,TRU-WSB-10024-S-BLK,26.99
ajs-next-718ad1e082a980e7755ca6e7f91850d7,2024-03-12 23:26:19.026000,SHE-SNC-62001-S-NUD,23.99
ajs-next-d3654a5ab09c321b79c4875f5dbbf9bf,2024-04-05 04:01:19.558000,MDF-MSC-3266-S-LAT,42.99
ajs-next-133a46726dc00eb283aa704d773518ea,2024-04-10 23:38:39.868000,TRU-WSB-10024-S-BLK,40.99
ajs-next-28e4e711ff9fe5880919fc5c3be8846b,2024-02-14 15:00:25.253000,EMP-HWL-42075-S-BLK,43
ajs-next-18be8a949bcf39fc5a12c67eeea9d966,2024-04-09 19:04:12.696000,TRU-SPB-10022-S-BLK,28.99
ajs-next-70f8c2e5c3315cb47d1a4b714f1ee58d,2024-02-13 13:21:47.177000,TRU-SPB-10022-S-BLK,40
ajs-next-1c45123e0329c83c4ec1377261296ecb,2024-02-13 13:22:42.297000,EMP-HWL-42055-S-BLK,26
ajs-next-eb33c01fd1855a284f8367a34adc31d6,2024-04-11 11:53:36.994000,SHE-SSST-48001-S-BLK,24.99
ajs-next-ee646e672502e98aa1f8fb1d335600ca,2024-03-28 20:22:15.911000,TRU-SPB-10022-S-BLK-2PK,61.93
ajs-next-adc01a95e5c8b89de30130f175089681,2024-03-24 08:37:15.930000,SHE-SNC-62001-S-BLK,33
ajs-next-20744ed2130e58afb73c0c14afc3fdeb,2024-03-30 22:05:55.883000,TRU-SPB-10022-S-BLK,28.99
ajs-next-4f28c11d36b47dc0412b6482266e2033,2024-03-30 22:06:00.378000,TRU-SPB-10022-S-BLK,40
ajs-next-0d895bda4d66fd73f46afd9f84d9186d,2024-03-24 23:21:56.922000,TRU-SPB-10022-S-BLK,40
ajs-next-b1ee7682db094d66f751e7610a20d2f0,2024-03-12 16:48:28.243000,TRU-LAB-10210-S-CHT,32.99
ajs-next-aa95ceed31b02d73a159b3557294b0f4,2024-04-03 19:47:01.667000,SMNT-WB-22428-LTGRAY,5
ajs-next-4ea356c6c2c8b1f4051a78c6643bc3cc,2024-04-02 10:36:01.808000,TRU-SPB-10022-S-CHT,22
ajs-next-a22cd85862577335d13084dce73d109c,2024-03-29 20:09:39.495000,SHE-SNC-62001-S-BLK,33
ajs-next-b2d09cf21f5b067be6050de708765a2f,2024-03-08 20:13:11.376000,EMP-HWS-55020-S-BLK,13.99
ajs-next-057e0e8203e05c02083397f4d34ed83e,2024-01-29 17:16:59.668000,SHE-SNC-62001-S-BLK,23.99
ajs-next-42d5e574ac97044252d764e20a2f1d76,2024-04-11 06:11:12.501000,SP-SL-S-BLK,23.99
ajs-next-805b600c53bbc7305cce1c03ed63d0aa,2024-03-05 11:27:56.535000,SHE-SNU-95002-S-BLK,48
ajs-next-5500cacf5276272ece2081720ad21fad,2024-03-30 14:19:56.581000,SHE-HWS-55021-S-BGE,25.99
ajs-next-93a0cd33260baaf39642b0fa288a9c7b,2024-04-03 14:40:57.058000,SP-SL-S-BLK,32.99
ajs-next-6645c6602662842d78291e078bab79e5,2024-03-28 22:58:21.158000,"",56.370000000000005
ajs-next-714c2c621cc2a1715c1a61d845fd6e22,2024-03-28 22:59:53.754000,TRU-AWS-51401-S-BLK,22
ajs-next-208585dd9e44c3520f326e7c57d5a9ca,2024-03-15 16:06:31.212000,TRU-SPB-10022-S-BLK,44
ajs-next-2163bd09416a608225d333010194d7a2,2024-03-15 15:59:16.895000,EMP-ST-81001-S-BLK,22.99
ajs-next-b3209b3856c13ce1f9939654bb5ea616,2024-04-01 23:41:14.941000,TRU-SB-91401-XS-CHT,15.99
ajs-next-4f5d1736b9aacc7909ab2977fd548d9b,2024-04-01 23:41:55.774000,SHE-SNC-62001-S-BLK,23.99
ajs-next-b6325bc6f7a3c527db7e2758c0e511da,2024-04-01 23:39:02.098000,TRU-SB-91401-XS-CHT,15.99
ajs-next-c71ac4dba846577939c00e7bdd24c492,2024-01-23 16:21:51.669000,TRU-CSB-10400-S-WHT,28.99
ajs-next-ff4ac3a9756704e5fdcc162fc7a860b8,2024-01-22 20:52:52.798000,"",53.34
ajs-next-e3535f9089b274cf1f646f2d98156d6d,2024-04-04 19:12:26.474000,TRU-CB-91400-S-BLK,25.99
ajs-next-2e63e2f8131bb25fcb252b4c8aee53d1,2024-01-07 18:15:57.697000,"",41
ajs-next-9732610840c3fcb8f37079f355db168a,2024-01-09 19:43:15.308000,SHE-HWS-55021-S-BGE,25.99
ajs-next-809f5f1340c7490cead5f969c2e1af33,2024-03-16 02:37:24.573000,SHE-BHEB-13402-S-BLK,32.99
ajs-next-218fd9502f614c93adace48749cb0a8f,2024-03-14 12:02:41.288000,TRU-LAB-10210-S-BLK,48
ajs-next-7e9f650155f9f72ab7e11c1e6dd37100,2024-03-18 03:33:01.100000,EMP-HWBS-18437-S-BLK,19.99
ajs-next-659e6f9073a8c21589a2be2414aa2151,2024-01-05 09:18:38.575000,TRU-SB-91401-XS-CHT,22
ajs-next-687000b097be9e7505f26d17566eb9d0,2024-01-06 07:23:41.225000,SHE-HWS-55021-S-BLK,20.99
ajs-next-16891fdd31e073a5f6c46a9ed070bbd5,2024-03-05 22:44:37.126000,TRU-MST-33422-014-CHOC,15
ajs-next-65eafbd7bd858798cb26506b9a3d4062,2024-02-28 15:48:48.687000,EMP-HWS-55020-S-BLK,13.99
ajs-next-34cdb3b0e785ec769182482906ea0b8e,2024-03-23 22:23:13.808000,TRU-SB-91404-XS-BLK,28
ajs-next-164021a23f40f555f98edaa0c2d6a712,2024-03-25 18:52:16.342000,SHE-SNB-95001-S-BLK,29.99
ajs-next-086ce71bcdef8e136c6114c49e790cc7,2024-03-06 13:52:18.451000,EMP-SSB-81068-S-BLK,24.99
ajs-next-c00f6cb7b8de5d6bccd854470ba5d8a8,2024-01-20 01:07:12.477000,SP-SL-S-BLK,15.99
ajs-next-68464e5e56ede10d4f7e998e1daef644,2024-04-10 14:30:39.116000,TRU-ASB-97099-S-WHT,17.99
ajs-next-e5530f0624f884c575539d5670ba2b1d,2024-04-11 15:49:00.206000,SP-SL-S-BLK,13.99
